WORD,A,ADV,C,D,N,P,PRO,V,TOTAL
lieut,0,0,0,0,1,0,0,0,1
orville,0,0,0,0,4,0,0,0,4
torrence,0,0,0,0,2,0,0,0,2
combing,0,0,0,0,0,0,0,1,1
pomaded,0,0,0,0,0,0,0,1,1
raked,0,0,0,0,0,0,0,4,4
thatches,0,0,0,0,1,0,0,0,1
gun's,0,0,0,0,1,0,0,0,1
washbowl,0,0,0,0,1,0,0,0,1
schaeffer,0,0,0,0,2,0,0,0,2
bitch,0,0,0,0,6,0,0,0,6
stiff-backed,1,0,0,0,0,0,0,0,1
seepage,0,0,0,0,2,0,0,0,2
shinbone,0,0,0,0,1,0,0,0,1
gut,0,0,0,0,1,0,0,0,1
kneecap,0,0,0,0,1,0,0,0,1
beady,1,0,0,0,0,0,0,0,1
matson,0,0,0,0,8,0,0,0,8
squadroom,0,0,0,0,1,0,0,0,1
day-watch,0,0,0,0,2,0,0,0,2
rinker,0,0,0,0,2,0,0,0,2
vaughn,0,0,0,0,2,0,0,0,2
keeper,0,0,0,0,3,0,0,0,3
single-spaced,1,0,0,0,0,0,0,0,1
ingleside's,0,0,0,0,1,0,0,0,1
drunk-and-disorderlies,0,0,0,0,1,0,0,0,1
accacia,0,0,0,0,4,0,0,0,4
gold-wire,0,0,0,0,1,0,0,0,1
eying,0,0,0,0,0,0,0,2,2
gunnar,0,0,0,0,2,0,0,0,2
absented,0,0,0,0,0,0,0,1,1
sergeants,0,0,0,0,1,0,0,0,1
arrogate,0,0,0,0,0,0,0,1,1
frequented,0,0,0,0,0,0,0,1,1
extralegal,1,0,0,0,0,0,0,0,1
after-hours,1,0,0,0,0,0,0,0,1
purportedly,0,1,0,0,0,0,0,0,1
law-enforcement,0,0,0,0,1,0,0,0,1
trapdoor,0,0,0,0,1,0,0,0,1
negligent,2,0,0,0,0,0,0,0,2
nasaled,0,0,0,0,0,0,0,1,1
balling,0,0,0,0,0,0,0,1,1
showers,0,0,0,0,3,0,0,0,3
loren,0,0,0,0,1,0,0,0,1
playback,0,0,0,0,1,0,0,0,1
comportment,0,0,0,0,1,0,0,0,1
mid-watch,0,0,0,0,1,0,0,0,1
pencil-pusher,0,0,0,0,1,0,0,0,1
ulcerated,0,0,0,0,0,0,0,1,1
pro-tem,1,0,0,0,0,0,0,0,1
squinted,0,0,0,0,0,0,0,3,3
doughnuttery,0,0,0,0,1,0,0,0,1
urbano,0,0,0,0,1,0,0,0,1
quintana,0,0,0,0,1,0,0,0,1
foot-high,1,0,0,0,0,0,0,0,1
gonzalez,0,0,0,0,2,0,0,0,2
habla,0,0,0,0,0,0,0,1,1
espanol,0,0,0,0,1,0,0,0,1
bilingual,1,0,0,0,0,0,0,0,1
salesgirl,0,0,0,0,1,0,0,0,1
jiffy-couch-a-bed,0,0,0,0,1,0,0,0,1
mauve,1,0,0,0,0,0,0,0,1
velour,0,0,0,0,1,0,0,0,1
$79.89,0,0,0,0,1,0,0,0,1
nothing-down,1,0,0,0,0,0,0,0,1
refinance,0,0,0,0,0,0,0,1,1
needham,0,0,0,0,5,0,0,0,5
double-crossed,0,0,0,0,0,0,0,1,1
casey's,0,0,0,0,2,0,0,0,2
needham's,0,0,0,0,1,0,0,0,1
betty's,0,0,0,0,1,0,0,0,1
father-confessor,0,0,0,0,1,0,0,0,1
burton's,0,0,0,0,2,0,0,0,2
striding,0,0,0,0,0,0,0,1,1
wastebasket,0,0,0,0,2,0,0,0,2
sodden,2,0,0,0,0,0,0,0,2
glint,0,0,0,0,2,0,0,0,2
blackmailer,0,0,0,0,2,0,0,0,2
grappled,0,0,0,0,0,0,0,1,1
calenda,0,0,0,0,5,0,0,0,5
ackerly,0,0,0,0,1,0,0,0,1
vetoed,0,0,0,0,0,0,0,1,1
unlacing,0,0,0,0,0,0,0,1,1
sedan,0,0,0,0,2,0,0,0,2
throttle,0,0,0,0,6,0,0,0,6
appreciatively,0,2,0,0,0,0,0,0,2
rdf,0,0,0,0,1,0,0,0,1
enviously,0,1,0,0,0,0,0,0,1
chartroom,0,0,0,0,2,0,0,0,2
taut-nerved,1,0,0,0,0,0,0,0,1
padlock,0,0,0,0,2,0,0,0,2
hydraulic,1,0,0,0,0,0,0,0,1
buckled,0,0,0,0,0,0,0,2,2
codfish,0,0,0,0,1,0,0,0,1
wiggling,0,0,0,0,0,0,0,2,2
loneliest,1,0,0,0,0,0,0,0,1
elaine's,0,0,0,0,1,0,0,0,1
aloneness,0,0,0,0,2,0,0,0,2
stumble,0,0,0,0,0,0,0,1,1
trinidad,0,0,0,0,1,0,0,0,1
snooping,0,0,0,0,0,0,0,1,1
helicopter,0,0,0,0,1,0,0,0,1
skids,0,0,0,0,1,0,0,0,1
churned,0,0,0,0,0,0,0,1,1
secluded,0,0,0,0,0,0,0,1,1
eyeful,0,0,0,0,1,0,0,0,1
crossways,0,1,0,0,0,0,0,0,1
ground-swell,0,0,0,0,1,0,0,0,1
jolla,0,0,0,0,2,0,0,0,2
redondo,0,0,0,0,2,0,0,0,2
deeps,0,0,0,0,1,0,0,0,1
whoppers,0,0,0,0,1,0,0,0,1
skindive,0,0,0,0,0,0,0,1,1
butane,0,0,0,0,1,0,0,0,1
hi-fi,0,0,0,0,1,0,0,0,1
moulding,0,0,0,0,1,0,0,0,1
washboard,0,0,0,0,1,0,0,0,1
grimaced,0,0,0,0,0,0,0,2,2
hissed,0,0,0,0,0,0,0,2,2
nick's,0,0,0,0,7,0,0,0,7
mannequin,0,0,0,0,1,0,0,0,1
shin,0,0,0,0,3,0,0,0,3
lingered,0,0,0,0,0,0,0,2,2
companionway,0,0,0,0,1,0,0,0,1
telegraphing,0,0,0,0,0,0,0,1,1
atavistic,1,0,0,0,0,0,0,0,1
flippers,0,0,0,0,1,0,0,0,1
pinioned,0,0,0,0,0,0,0,1,1
painlessly,0,1,0,0,0,0,0,0,1
flailed,0,0,0,0,0,0,0,1,1
lanced,0,0,0,0,0,0,0,1,1
lazily,0,1,0,0,0,0,0,0,1
snake-like,1,0,0,0,0,0,0,0,1
spewing,0,0,0,0,0,0,0,1,1
cobra,0,0,0,0,3,0,0,0,3
exhaled,0,0,0,0,0,0,0,2,2
thrash,0,0,0,0,0,0,0,1,1
inhaling,0,0,0,0,0,0,0,1,1
steamer,0,0,0,0,1,0,0,0,1
stiffs,0,0,0,0,1,0,0,0,1
hick-self,0,0,0,0,1,0,0,0,1
sarcasm,0,0,0,0,1,0,0,0,1
ribbing,0,0,0,0,1,0,0,0,1
runt,0,0,0,0,1,0,0,0,1
hotrod,0,0,0,0,1,0,0,0,1
six-four,1,0,0,0,0,0,0,0,1
corny,1,0,0,0,0,0,0,0,1
gassy,1,0,0,0,0,0,0,0,1
hustling,0,0,0,0,0,0,0,1,1
idiot-grin,0,0,0,0,1,0,0,0,1
9:47,1,0,0,0,0,0,0,0,1
nellie,0,0,0,0,6,0,0,0,6
swears,0,0,0,0,0,0,0,2,2
tim's,0,0,0,0,2,0,0,0,2
abel's,0,0,0,0,1,0,0,0,1
harbor's,0,0,0,0,2,0,0,0,2
buck's,0,0,0,0,1,0,0,0,1
naw,0,1,0,0,0,0,0,0,1
jaguar,0,0,0,0,5,0,0,0,5
roadster,0,0,0,0,1,0,0,0,1
heck,0,0,0,0,1,0,0,0,1
grandfather-father-to-son,0,0,0,0,1,0,0,0,1
caddy,0,0,0,0,1,0,0,0,1
prune,0,0,0,0,1,0,0,0,1
shacks,0,0,0,0,1,0,0,0,1
'till,0,0,0,0,0,1,0,0,1
chowder,0,0,0,0,1,0,0,0,1
yachting,0,0,0,0,0,0,0,2,2
slick,6,0,0,0,1,0,0,0,7
ocean-going,1,0,0,0,0,0,0,0,1
yawl,0,0,0,0,1,0,0,0,1
bob's,0,0,0,0,1,0,0,0,1
outriggers,0,0,0,0,2,0,0,0,2
moore's,0,0,0,0,2,0,0,0,2
plumb,0,4,0,0,1,0,0,0,5
beauclerk,0,0,0,0,8,0,0,0,8
1105,7,0,0,0,0,0,0,0,7
alec,0,0,0,0,25,0,0,0,25
fine-tooth,0,0,0,0,1,0,0,0,1
vacuumed,0,0,0,0,0,0,0,1,1
redecorated,0,0,0,0,0,0,0,2,2
smirked,0,0,0,0,0,0,0,1,1
flimsies,0,0,0,0,1,0,0,0,1
spot-news,0,0,0,0,1,0,0,0,1
kimball,0,0,0,0,1,0,0,0,1
westmore,0,0,0,0,2,0,0,0,2
alimony,0,0,0,0,2,0,0,0,2
remarry,0,0,0,0,0,0,0,1,1
alec's,0,0,0,0,5,0,0,0,5
unoccupied,3,0,0,0,0,0,0,0,3
babbled,0,0,0,0,0,0,0,2,2
impertinent,1,0,0,0,0,0,0,0,1
parrots,0,0,0,0,1,0,0,0,1
drawled,0,0,0,0,0,0,0,3,3
st-story,0,0,0,0,1,0,0,0,1
tremulously,0,1,0,0,0,0,0,0,1
globes,0,0,0,0,1,0,0,0,1
footfall,0,0,0,0,1,0,0,0,1
snowflakes,0,0,0,0,1,0,0,0,1
ashtrays,0,0,0,0,1,0,0,0,1
n-no,0,1,0,0,0,0,0,0,1
immovable,1,0,0,0,0,0,0,0,1
metronome,0,0,0,0,3,0,0,0,3
wide-awake,1,0,0,0,0,0,0,0,1
noiseless,1,0,0,0,0,0,0,0,1
droop,0,0,0,0,0,0,0,1,1
feigning,0,0,0,0,0,0,0,1,1
tensed,0,0,0,0,0,0,0,1,1
bedsprings,0,0,0,0,1,0,0,0,1
creak,0,0,0,0,1,0,0,0,1
stinging,0,0,0,0,0,0,0,2,2
squashy,1,0,0,0,0,0,0,0,1
grazed,0,0,0,0,0,0,0,2,2
rasped,0,0,0,0,0,0,0,1,1
inarticulate,1,0,0,0,0,0,0,0,1
lumpy,2,0,0,0,0,0,0,0,2
tartar,0,0,0,0,1,0,0,0,1
one-way,0,0,0,0,1,0,0,0,1
fluttered,0,0,0,0,0,0,0,2,2
grunting,0,0,0,0,1,0,0,1,2
gullet,0,0,0,0,1,0,0,0,1
mciver,0,0,0,0,3,0,0,0,3
handley,0,0,0,0,16,0,0,0,16
dogtown,0,0,0,0,9,0,0,0,9
inwardness,0,0,0,0,2,0,0,0,2
highboy,0,0,0,0,1,0,0,0,1
creeps,0,0,0,0,0,0,0,1,1
veneer,0,0,0,0,1,0,0,0,1
hall-mark,0,0,0,0,1,0,0,0,1
granther,0,0,0,0,1,0,0,0,1
stannard,0,0,0,0,1,0,0,0,1
dorcas,0,0,0,0,1,0,0,0,1
bungled,0,0,0,0,0,0,0,1,1
hex,0,0,0,0,2,0,0,0,2
highland,0,0,0,0,1,0,0,0,1
moraine's,0,0,0,0,1,0,0,0,1
spewings,0,0,0,0,1,0,0,0,1
glacier,0,0,0,0,1,0,0,0,1
cellars,0,0,0,0,1,0,0,0,1
boulders,0,0,0,0,3,0,0,0,3
ledges,0,0,0,0,1,0,0,0,1
sumac,0,0,0,0,1,0,0,0,1
lanesville,0,0,0,0,1,0,0,0,1
hour's,0,0,0,0,1,0,0,0,1
picnickers,0,0,0,0,1,0,0,0,1
sea-road,0,0,0,0,1,0,0,0,1
anta,0,0,0,0,5,0,0,0,5
freya,0,0,0,0,3,0,0,0,3
norberg,0,0,0,0,6,0,0,0,6
scandinavians,0,0,0,0,1,0,0,0,1
steam-baths,0,0,0,0,1,0,0,0,1
as-it-were,0,1,0,0,0,0,0,0,1
demoniac,2,0,0,0,0,0,0,0,2
antiquities,0,0,0,0,1,0,0,0,1
registrar,0,0,0,0,1,0,0,0,1
water-line,0,0,0,0,1,0,0,0,1
fingering,0,0,0,0,0,0,0,1,1
glossy,1,0,0,0,0,0,0,0,1
appraising,0,0,0,0,0,0,0,1,1
curt,1,0,0,0,31,0,0,0,32
untidy,1,0,0,0,0,0,0,0,1
fine-boned,1,0,0,0,0,0,0,0,1
ivory-inlay,0,0,0,0,1,0,0,0,1
sneak,0,0,0,0,1,0,0,1,2
foulest,1,0,0,0,0,0,0,0,1
glowering,0,0,0,0,0,0,0,3,3
rumpled,0,0,0,0,0,0,0,2,2
noir,1,0,0,0,0,0,0,0,1
morose,2,0,0,0,0,0,0,0,2
granite's,0,0,0,0,1,0,0,0,1
1785,1,0,0,0,0,0,0,0,1
1786,1,0,0,0,0,0,0,0,1
free-holders,0,0,0,0,1,0,0,0,1
sirs,0,0,0,0,2,0,0,0,2
salu,0,0,0,0,1,0,0,0,1
bake-oven,0,0,0,0,1,0,0,0,1
dower,0,0,0,0,1,0,0,0,1
crests,0,0,0,0,3,0,0,0,3
coxcombs,0,0,0,0,1,0,0,0,1
buccolic,1,0,0,0,0,0,0,0,1
escorting,0,0,0,0,0,0,0,2,2
red's,0,0,0,0,1,0,0,0,1
inopportune,1,0,0,0,0,0,0,0,1
unperceived,1,0,0,0,0,0,0,0,1
unkempt,1,0,0,0,0,0,0,0,1
unravel,0,0,0,0,0,0,0,1,1
gunning,0,0,0,0,0,0,0,1,1
pheasant,0,0,0,0,1,0,0,0,1
mussels,0,0,0,0,2,0,0,0,2
dragger,0,0,0,0,1,0,0,0,1
haney,0,0,0,0,19,0,0,0,19
doubtfully,0,2,0,0,0,0,0,0,2
tear-filled,1,0,0,0,0,0,0,0,1
howled,0,0,0,0,0,0,0,1,1
blared,0,0,0,0,0,0,0,1,1
safe-driving,0,0,0,0,1,0,0,0,1
screwball,0,0,0,0,1,0,0,0,1
crease,0,0,0,0,1,0,0,0,1
landlord's,0,0,0,0,1,0,0,0,1
haney's,0,0,0,0,2,0,0,0,2
hangover,0,0,0,0,2,0,0,0,2
weirdy,0,0,0,0,1,0,0,0,1
surly,2,0,0,0,0,0,0,0,2
lolly,0,0,0,0,3,0,0,0,3
sickening,0,0,0,0,0,0,0,2,2
pallor,0,0,0,0,2,0,0,0,2
limply,0,1,0,0,0,0,0,0,1
lushes,0,0,0,0,1,0,0,0,1
grievance,0,0,0,0,3,0,0,0,3
moistened,0,0,0,0,0,0,0,2,2
moodily,0,1,0,0,0,0,0,0,1
table-top,0,0,0,0,1,0,0,0,1
bloodshot,1,0,0,0,0,0,0,0,1
bar-buddy,0,0,0,0,1,0,0,0,1
offhand,1,0,0,0,0,0,0,0,1
sulked,0,0,0,0,0,0,0,2,2
scowled,0,0,0,0,0,0,0,4,4
level's,0,0,0,0,1,0,0,0,1
pops's,0,0,0,0,1,0,0,0,1
crate,0,0,0,0,2,0,0,0,2
unrolled,0,0,0,0,0,0,0,1,1
bindle,0,0,0,0,1,0,0,0,1
an',0,0,8,0,0,0,0,0,8
th',0,0,0,0,0,1,0,0,1
yuh,0,0,0,0,0,0,2,0,2
agin,0,2,0,0,0,0,0,0,2
amusedly,0,1,0,0,0,0,0,0,1
blaring,0,0,0,0,0,0,0,1,1
drunker,2,0,0,0,0,0,0,0,2
flicking,0,0,0,0,0,0,0,1,1
watermelon,0,0,0,0,1,0,0,0,1
kayo,0,0,0,0,0,0,0,1,1
charlie's,0,0,0,0,2,0,0,0,2
thunk,0,0,0,0,1,0,0,0,1
abstractly,0,1,0,0,0,0,0,0,1
winos,0,0,0,0,1,0,0,0,1
guttered,0,0,0,0,0,0,0,1,1
triple-checked,1,0,0,0,0,0,0,0,1
winsett,0,0,0,0,1,0,0,0,1
maxine,0,0,0,0,2,0,0,0,2
cosmo,0,0,0,0,1,0,0,0,1
clockwork,0,0,0,0,1,0,0,0,1
unpadded,1,0,0,0,0,0,0,0,1
seaton's,0,0,0,0,2,0,0,0,2
radic,0,0,0,0,4,0,0,0,4
soundly,0,3,0,0,0,0,0,0,3
dreamlessly,0,1,0,0,0,0,0,0,1
maxine's,0,0,0,0,1,0,0,0,1
seaton,0,0,0,0,1,0,0,0,1
show-down,0,0,0,0,1,0,0,0,1
rummy,0,0,0,0,1,0,0,0,1
stashed,0,0,0,0,0,0,0,1,1
d-night,0,0,0,0,1,0,0,0,1
manny,0,0,0,0,2,0,0,0,2
grok,0,0,0,0,0,0,0,5,5
self's,0,0,0,0,1,0,0,0,1
threes-fulfilled,1,0,0,0,0,0,0,0,1
discorporate,1,0,0,0,0,0,0,1,2
grokked,0,0,0,0,0,0,0,4,4
archangel,0,0,0,0,3,0,0,0,3
tabernacle,0,0,0,0,1,0,0,0,1
cusp,0,0,0,0,2,0,0,0,2
digby,0,0,0,0,7,0,0,0,7
boone,0,0,0,0,2,0,0,0,2
warily,0,2,0,0,0,0,0,0,2
jubal's,0,0,0,0,3,0,0,0,3
martian,5,0,0,0,0,0,0,0,5
growing-waiting,0,0,0,0,1,0,0,0,1
jubal,0,0,0,0,9,0,0,0,9
mahmoud,0,0,0,0,2,0,0,0,2
grokking,0,0,0,0,3,0,0,1,4
jewel,0,0,0,0,1,0,0,0,1
lotus,0,0,0,0,1,0,0,0,1
nirvana,0,0,0,0,1,0,0,0,1
speeded,0,0,0,0,0,0,0,3,3
uncurled,0,0,0,0,0,0,0,1,1
clear-headed,1,0,0,0,0,0,0,0,1
puppyish,1,0,0,0,0,0,0,0,1
chipper,1,0,0,0,0,0,0,0,1
stinky,0,0,0,0,1,0,0,0,1
night-sight,0,0,0,0,1,0,0,0,1
picnicked,0,0,0,0,0,0,0,1,1
antares,0,0,0,0,1,0,0,0,1
martians,0,0,0,0,3,0,0,0,3
nymphs,0,0,0,0,1,0,0,0,1
nests,0,0,0,0,3,0,0,0,3
discorporated,0,0,0,0,0,0,0,1,1
homesick,3,0,0,0,0,0,0,0,3
breathlessly,0,1,0,0,0,0,0,0,1
serviettes,0,0,0,0,1,0,0,0,1
swami,0,0,0,0,1,0,0,0,1
yoga,0,0,0,0,1,0,0,0,1
pranha,0,0,0,0,1,0,0,0,1
chelas,0,0,0,0,1,0,0,0,1
matsyendra,0,0,0,0,1,0,0,0,1
rig-veda,0,0,0,0,1,0,0,0,1
guru,0,0,0,0,1,0,0,0,1
purses,0,0,0,0,1,0,0,0,1
grandmothers',0,0,0,0,1,0,0,0,1
price-cutting,0,0,0,0,1,0,0,0,1
fosterite,1,0,0,0,0,0,0,0,1
spot-promoted,0,0,0,0,0,0,0,1,1
with-but-after,0,0,0,0,0,1,0,0,1
huey,0,0,0,0,1,0,0,0,1
l'unita,0,0,0,0,0,1,0,0,1
hoy,0,0,0,0,1,0,0,0,1
short's,0,0,0,0,1,0,0,0,1
l'osservatore,0,0,0,0,0,1,0,0,1
romano,1,0,0,0,0,0,0,0,1
monitor,0,0,0,0,3,0,0,0,3
fosterites,0,0,0,0,1,0,0,0,1
jackass,0,0,0,0,2,0,0,0,2
angelic,2,0,0,0,0,0,0,0,2
popes,0,0,0,0,1,0,0,0,1
halo,0,0,0,0,2,0,0,0,2
requisition,0,0,0,0,1,0,0,0,1
gripes,0,0,0,0,1,0,0,0,1
digby's,0,0,0,0,1,0,0,0,1
clinches,0,0,0,0,1,0,0,0,1
vs,0,0,0,0,4,0,0,0,4
bcd,0,0,0,0,1,0,0,0,1
cb,0,0,0,0,1,0,0,0,1
rock-steady,1,0,0,0,0,0,0,0,1
personae,0,0,0,0,1,0,0,0,1
barometric,1,0,0,0,0,0,0,0,1
sentient,2,0,0,0,0,0,0,0,2
macneff,0,0,0,0,7,0,0,0,7
sandalphon,0,0,0,0,3,0,0,0,3
573,1,0,0,0,0,0,0,0,1
pornsen,0,0,0,0,3,0,0,0,3
gapt,0,0,0,0,7,0,0,0,7
impresser,0,0,0,0,1,0,0,0,1
creche,0,0,0,0,1,0,0,0,1
r.'s,0,0,0,0,1,0,0,0,1
sigmen,0,0,0,0,4,0,0,0,4
contrary-to-reality,1,0,0,0,0,0,0,0,1
lightyears,0,0,0,0,1,0,0,0,1
lamechians,0,0,0,0,1,0,0,0,1
lamechian,1,0,0,0,0,0,0,0,1
pardons,0,0,0,0,1,0,0,0,1
urielites,0,0,0,0,1,0,0,0,1
israelites,0,0,0,0,1,0,0,0,1
yarrow,0,0,0,0,4,0,0,0,4
blazed,0,0,0,0,0,0,0,2,2
megalopolises,0,0,0,0,1,0,0,0,1
haijac,0,0,0,0,2,0,0,0,2
malay,0,0,0,0,1,0,0,0,1
icelandic,0,0,0,0,1,0,0,0,1
swahili,0,0,0,0,1,0,0,0,1
icelandic-speaking,1,0,0,0,0,0,0,0,1
hawaiian-americans,0,0,0,0,1,0,0,0,1
resettling,0,0,0,0,0,0,0,1,1
french-canadians,0,0,0,0,1,0,0,0,1
dry-eyed,1,0,0,0,0,0,0,0,1
unrealistically,0,1,0,0,0,0,0,0,1
cremated,0,0,0,0,0,0,0,1,1
sturch,0,0,0,0,2,0,0,0,2
welling,0,0,0,0,0,0,0,1,1
rend,0,0,0,0,0,0,0,1,1
hal's,0,0,0,0,1,0,0,0,1
navel,0,0,0,0,2,0,0,0,2
loose-jowled,1,0,0,0,0,0,0,0,1
lopsidedly,0,1,0,0,0,0,0,0,1
one-gee,2,0,0,0,0,0,0,0,2
99.1,1,0,0,0,0,0,0,0,1
suspensor,0,0,0,0,2,0,0,0,2
animation,0,0,0,0,2,0,0,0,2
unfrozen,0,0,0,0,0,0,0,2,2
journey's,0,0,0,0,2,0,0,0,2
photon-counting,1,0,0,0,0,0,0,0,1
actuate,0,0,0,0,0,0,0,1,1
deceleration,0,0,0,0,2,0,0,0,2
unthaw,0,0,0,0,0,0,0,1,1
half-year,0,0,0,0,1,0,0,0,1
ozagen,0,0,0,0,4,0,0,0,4
siddo,0,0,0,0,7,0,0,0,7
wrongly,0,1,0,0,0,0,0,0,1
earthmen's,0,0,0,0,1,0,0,0,1
ozagenians,0,0,0,0,1,0,0,0,1
inflecting,0,0,0,0,0,0,0,1,1
animate,1,0,0,0,0,0,0,0,1
infinitive,0,0,0,0,1,0,0,0,1
dabhumaksanigalu'ahai,0,0,0,0,0,0,0,1,1
ksu'u'peli'afo,0,0,0,0,0,0,0,1,1
mai'teipa,0,0,0,0,1,0,0,0,1
tenses,0,0,0,0,1,0,0,0,1
earthmen,0,0,0,0,5,0,0,0,5
genders,0,0,0,0,1,0,0,0,1
neuter,1,0,0,0,0,0,0,0,1
gender,0,0,0,0,2,0,0,0,2
conjunctions,0,0,0,0,1,0,0,0,1
value-judgments,0,0,0,0,1,0,0,0,1
hesperus',0,0,0,0,1,0,0,0,1
galactic,1,0,0,0,0,0,0,0,1
hesperus,0,0,0,0,11,0,0,0,11
first-born,0,0,0,0,1,0,0,0,1
elation,0,0,0,0,2,0,0,0,2
ratify,0,0,0,0,0,0,0,1,1
codified,0,0,0,0,0,0,0,1,1
sanest,1,0,0,0,0,0,0,0,1
unreassuringly,0,1,0,0,0,0,0,0,1
hegemony,0,0,0,0,1,0,0,0,1
thrashed,0,0,0,0,0,0,0,3,3
zigzagging,0,0,0,0,0,0,0,4,4
hove,0,0,0,0,0,0,0,1,1
roiling,0,0,0,0,0,0,0,3,3
spacesuits,0,0,0,0,1,0,0,0,1
unfurled,0,0,0,0,0,0,0,1,1
langer,0,0,0,0,3,0,0,0,3
numenous,1,0,0,0,0,0,0,0,1
comet's-tail,0,0,0,0,1,0,0,0,1
light-year,0,0,0,0,1,0,0,0,1
nernst,0,0,0,0,2,0,0,0,2
fuming,0,0,0,0,0,0,0,1,1
skiff's,0,0,0,0,1,0,0,0,1
nebula,0,0,0,0,1,0,0,0,1
frighteningly,0,1,0,0,0,0,0,0,1
holies,0,0,0,0,1,0,0,0,1
excised,0,0,0,0,0,0,0,1,1
reinstall,0,0,0,0,0,0,0,1,1
fuses,0,0,0,0,3,0,0,0,3
instant's,0,0,0,0,1,0,0,0,1
t-tau,0,0,0,0,1,0,0,0,1
hefted,0,0,0,0,0,0,0,1,1
ekstrohm,0,0,0,0,26,0,0,0,26
nogol,0,0,0,0,8,0,0,0,8
ground-level,0,0,0,0,1,0,0,0,1
facsiport,0,0,0,0,1,0,0,0,1
hugged,0,0,0,0,0,0,0,2,2
swath,0,0,0,0,1,0,0,0,1
asteroid,0,0,0,0,1,0,0,0,1
infuriation,0,0,0,0,1,0,0,0,1
planetoids,0,0,0,0,1,0,0,0,1
yancy-6,0,0,0,0,1,0,0,0,1
antarctica,0,0,0,0,1,0,0,0,1
interjected,0,0,0,0,0,0,0,1,1
sonic,2,0,0,0,0,0,0,0,2
encephalographic,1,0,0,0,0,0,0,0,1
unfathomable,1,0,0,0,0,0,0,0,1
mis-reading,0,0,0,0,0,0,0,1,1
dials,0,0,0,0,1,0,0,0,1
lug,0,0,0,0,1,0,0,1,2
ambidextrous,1,0,0,0,0,0,0,0,1
airlock,0,0,0,0,1,0,0,0,1
lapel,0,0,0,0,1,0,0,0,1
coverall,0,0,0,0,2,0,0,0,2
warm-blooded,1,0,0,0,0,0,0,0,1
mammal,0,0,0,0,1,0,0,0,1
seismological,1,0,0,0,0,0,0,0,1
nudged,0,0,0,0,0,0,0,2,2
wart-hog,0,0,0,0,1,0,0,0,1
creepy,1,0,0,0,0,0,0,0,1
dissect,0,0,0,0,0,0,0,1,1
ekstrohm's,0,0,0,0,1,0,0,0,1
beasts,0,0,0,0,2,0,0,0,2
blastdown,0,0,0,0,1,0,0,0,1
critters,0,0,0,0,3,0,0,0,3
curl,0,0,0,0,0,0,0,2,2
spaceship,0,0,0,0,2,0,0,0,2
ringed,0,0,0,0,0,0,0,2,2
intimacy,0,0,0,0,3,0,0,0,3
yancey-6,0,0,0,0,1,0,0,0,1
138,0,0,0,0,1,0,0,0,1
couches,0,0,0,0,1,0,0,0,1
birthed,0,0,0,0,0,0,0,1,1
insomnia,0,0,0,0,3,0,0,0,3
fitfully,0,1,0,0,0,0,0,0,1
dispell,0,0,0,0,0,0,0,1,1
gritty-eyed,1,0,0,0,0,0,0,0,1
shipmates,0,0,0,0,1,0,0,0,1
shipboard,0,0,0,0,1,0,0,0,1
no-back,0,0,0,0,1,0,0,0,1
repercussions,0,0,0,0,1,0,0,0,1
pontifical,1,0,0,0,0,0,0,0,1
flipped,0,0,0,0,0,0,0,3,3
sleeplessly,0,1,0,0,0,0,0,0,1
burnt-red,1,0,0,0,0,0,0,0,1
beasties,0,0,0,0,1,0,0,0,1
veldt,0,0,0,0,1,0,0,0,1
expe,0,0,0,0,1,0,0,0,1
mucking,0,0,0,0,0,0,0,2,2
patsy,0,0,0,0,1,0,0,0,1
shipmate,0,0,0,0,2,0,0,0,2
helva,0,0,0,0,26,0,0,0,26
crabbed,1,0,0,0,0,0,0,0,1
transferral,0,0,0,0,1,0,0,0,1
helva's,0,0,0,0,8,0,0,0,8
neural,3,0,0,0,0,0,0,0,3
synapses,0,0,0,0,1,0,0,0,1
partnered,0,0,0,0,0,0,0,1,1
side-effects,0,0,0,0,1,0,0,0,1
bide,0,0,0,0,0,0,0,1,1
shell-psychology,0,0,0,0,1,0,0,0,1
rogue,0,0,0,0,1,0,0,0,1
babes,0,0,0,0,3,0,0,0,3
deformities,0,0,0,0,1,0,0,0,1
well-oriented,1,0,0,0,0,0,0,0,1
scooted,0,0,0,0,0,0,0,4,4
power-seek,0,0,0,0,1,0,0,0,1
ceteras,0,0,0,0,1,0,0,0,1
sub-conscious-level,0,0,0,0,1,0,0,0,1
do-good,1,0,0,0,0,0,0,0,1
inhumanities,0,0,0,0,1,0,0,0,1
shelled,0,0,0,0,0,0,0,1,1
overridden,0,0,0,0,0,0,0,1,1
absentmindedly,0,1,0,0,0,0,0,0,1
crooned,0,0,0,0,0,0,0,2,2
cords,0,0,0,0,2,0,0,0,2
diaphragms,0,0,0,0,1,0,0,0,1
dulcet,1,0,0,0,0,0,0,0,1
gurgle,0,0,0,0,1,0,0,0,1
cratered,0,0,0,0,0,0,0,1,1
madam,0,0,0,0,2,0,0,0,2
intra-stellar,1,0,0,0,0,0,0,0,1
unshelled,1,0,0,0,0,0,0,0,1
sheered,0,0,0,0,0,0,0,1,1
twittered,0,0,0,0,0,0,0,1,1
unmagnified,1,0,0,0,0,0,0,0,1
contrite,1,0,0,0,0,0,0,0,1
